chainName,fig1,fig2,corr,p_values
osmosis,price,totalVolume,0.559947405,6.34E-202
cosmos,priceBTC,Upbit #18 (Staking)-boxplot,0.559904857,6.90E-202
kava,capBTC,priceChangePercentage14d,0.55687374,2.83E-199
cosmos,capBTC,Upbit #15 (Staking)-boxplot,0.552333883,2.07E-195
cosmos,priceBTC,Upbit #15 (Staking)-boxplot,0.552184217,2.76E-195
cosmos,cap,totalVolumeBTC,0.551235891,1.74E-194
cosmos,price,totalVolumeBTC,0.550432273,8.24E-194
cosmos,price,priceChangePercentage14d,0.548990047,1.33E-192
cosmos,cap,priceChangePercentage14d,0.54826443,5.34E-192
cosmos,capBTC,Upbit #16 (Staking)-boxplot,0.547535998,2.16E-191
cosmos,priceBTC,Upbit #16 (Staking)-boxplot,0.547364831,2.99E-191
cosmos,capBTC,Upbit #12 (Staking)-boxplot,0.539814507,4.63E-185
cosmos,priceBTC,Upbit #12 (Staking)-boxplot,0.539618513,6.67E-185
cosmos,capBTC,Upbit #17 (Staking)-boxplot,0.538623718,4.24E-184
cosmos,priceBTC,Upbit #17 (Staking)-boxplot,0.538435672,6.01E-184
cosmos,capBTC,Upbit #13 (Staking)-boxplot,0.538127469,1.06E-183
cosmos,priceBTC,Upbit #13 (Staking)-boxplot,0.537992106,1.37E-183
osmosis,cap,totalVolumeBTC,0.534544616,7.82E-181
osmosis,cap,totalVolume,0.53276967,2.00E-179
cosmos,capBTC,Upbit #19 (Staking)-boxplot,0.53258864,2.78E-179
cosmos,priceBTC,Upbit #19 (Staking)-boxplot,0.532437296,3.66E-179
kava,capBTC,priceChangePercentage30D,0.529816137,4.20E-177
kava,price,totalVolumeBTC,0.523144193,6.13E-172
cosmos,cap,DokiaCapital #02 (Validator)-boxplot,0.520062977,1.36E-169
cosmos,price,DokiaCapital #02 (Validator)-boxplot,0.519661445,2.74E-169
kava,priceBTC,apr,0.519146847,6.70E-169
cosmos,cap,Interchain Foundation #02-amountValue,0.516900417,3.28E-167
cosmos,price,Interchain Foundation #02-amountValue,0.516209316,1.08E-166
cosmos,capBTC,Upbit #14 (Staking)-boxplot,0.515669579,2.73E-166
cosmos,priceBTC,Upbit #14 (Staking)-boxplot,0.515502444,3.64E-166
cosmos,capBTC,DokiaCapital #02 (Validator)-boxplot,0.514117123,3.92E-165
cosmos,priceBTC,DokiaCapital #02 (Validator)-boxplot,0.514072573,4.23E-165
cosmos,price,blockTime,0.509826026,5.71E-162
cosmos,cap,blockTime,0.509551854,9.06E-162
juno,priceChangePercentage1HBTC,priceChangePercentage1H,0.718689901,0
juno,totalVolumeBTC,cap,0.730152785,0
juno,totalVolumeBTC,high24h,0.748798328,0
juno,totalVolumeBTC,low24h,0.712683718,0
juno,totalVolumeBTC,price,0.739944064,0
juno,totalVolumeBTC,priceChangePercentage30D,0.624211234,4.86E-263
juno,totalVolumeBTC,supplyCirculating,-0.722388363,0
juno,totalVolumeBTC,totalVolume,0.978655802,0
juno,totalVolumeBTC,apr,0.689162872,0
juno,totalVolumeBTC,bondedTokens,-0.684069893,0
juno,totalVolumeBTC,communityTokens,0.531878592,7.44E-178
juno,totalVolumeBTC,inflation,0.741975403,0
juno,totalVolumeBTC,capBTC,0.767072988,0
juno,totalVolumeBTC,priceBTC,0.769219309,0
juno,totalVolumeBTC,not_bonded_tokens_pool-amountValue,-0.691773787,0
juno,totalVolumeBTC,bonded_tokens_pool-boxplot,-0.605265042,3.01E-243
juno,totalVolumeBTC,not_bonded_tokens_pool-boxplot,-0.63728953,1.61E-277
juno,totalVolumeBTC,JUNO ATOM Pool-boxplot,-0.593056139,3.49E-231
juno,totalVolumeBTC,JUNO OSMO Pool-boxplot,-0.571441773,4.72E-211
cosmos,Interchain Foundation #01-boxplot,Coinbase #03-boxplot,0.591732021,4.96E-231
cosmos,Interchain Foundation #01-boxplot,Ignite-amountValue,0.590392601,9.73E-230
cosmos,Kraken #01-boxplot,Coinbase #03-boxplot,0.530337763,1.64E-177
cosmos,DokiaCapital #01 (Validator)-boxplot,distribution-boxplot,0.527655027,2.04E-175
juno,distribution-amountValue,JUNO RAW Pool-boxplot,0.588442492,9.28E-227
juno,not_bonded_tokens_pool-boxplot,JUNO NETA Pool-amountValue,0.588242268,1.44E-226
kava,bonded_tokens_pool-boxplot,communityTokens,0.587590204,4.71E-227
juno,distribution-boxplot,JUNO RAW Pool-amountValue,0.586767682,3.60E-225
cosmos,Interchain Foundation #01-amountValue,Upbit #10 (Validator)-amountValue,0.586719182,3.18E-226
cosmos,distribution-amountValue,Upbit #02 (Withdraw)-boxplot,0.585834762,2.19E-225
cosmos,distribution-boxplot,inflation,0.585450726,5.07E-225
cosmos,Interchain Foundation #01-amountValue,apr,0.584544207,3.64E-224
cosmos,Binance #04 (Staking)-amountValue,Coinone #01(Deposit)-boxplot,0.52533725,1.27E-173
juno,distribution-amountValue,JUNO ATOM Pool-boxplot,0.582893685,1.57E-221
cosmos,DokiaCapital #02 (Validator)-boxplot,high24h,0.524888301,2.81E-173
cosmos,Interchain Foundation #01-boxplot,apr,0.579541124,1.74E-219
cosmos,bonded_tokens_pool-amountValue,Upbit #02 (Withdraw)-boxplot,0.57890352,6.76E-219
kava,not_bonded_tokens_pool-amountValue,distribution-boxplot,0.577750399,7.84E-218
kava,distribution-boxplot,not_bonded_tokens_pool-amountValue,0.577750399,7.84E-218
cosmos,Binance #04 (Staking)-amountValue,Interchain Foundation #02-boxplot,0.521890037,5.56E-171
cosmos,Interchain Foundation #02-boxplot,Binance #04 (Staking)-amountValue,0.521890037,5.56E-171
cosmos,DokiaCapital #02 (Validator)-boxplot,cap,0.520062977,1.36E-169
cosmos,DokiaCapital #02 (Validator)-boxplot,price,0.519661445,2.74E-169
cosmos,DokiaCapital #02 (Validator)-amountValue,priceChangePercentage30D,0.51859483,1.75E-168
juno,gov-amountValue,gov-boxplot,0.678252333,0
cosmos,Interchain Foundation #02-amountValue,cap,0.516900417,3.28E-167
cosmos,Interchain Foundation #02-amountValue,price,0.516209316,1.08E-166
juno,distribution-amountValue,JUNO OSMO Pool-boxplot,0.571861314,1.98E-211
cosmos,DokiaCapital #02 (Validator)-amountValue,blockTime,0.516100598,1.30E-166
cosmos,Binance #04 (Staking)-amountValue,Coinbase #01-boxplot,0.515917964,1.78E-166
cosmos,DokiaCapital #02 (Validator)-boxplot,capBTC,0.514117123,3.92E-165
cosmos,DokiaCapital #02 (Validator)-boxplot,priceBTC,0.514072573,4.23E-165
cosmos,Interchain Foundation #02-amountValue,low24h,0.509063602,2.06E-161
cosmos,distribution-boxplot,Bithumb #02 (Withdraw)-amountValue,0.569066326,5.96E-210
juno,distribution-boxplot,JUNO OSMO Pool-amountValue,0.568342504,2.75E-208
cosmos,distribution-boxplot,HitBTC #02-amountValue,0.565309102,1.30E-206
cosmos,Coinbase #06-boxplot,Digfinex #01 (Deposit)-amountValue,0.507307502,3.91E-160
cosmos,Coinbase #06-boxplot,OKK #01-boxplot,0.505787345,4.93E-159
cosmos,not_bonded_tokens_pool-boxplot,Bitforex #01 (Deposit)-amountValue,0.563273694,8.01E-205
cosmos,not_bonded_tokens_pool-amountValue,Ignite-amountValue,0.560649277,1.56E-202
cosmos,DokiaCapital #02 (Validator)-amountValue,Digfinex #01 (Deposit)-amountValue,-0.50704038,6.11E-160
osmosis,distribution-amountValue,not_bonded_tokens_pool-boxplot,0.55962608,1.20E-201
osmosis,not_bonded_tokens_pool-boxplot,distribution-amountValue,0.55962608,1.20E-201
cosmos,Interchain Foundation #01-amountValue,Ignite-amountValue,0.558860529,5.53E-201
cosmos,Binance #04 (Staking)-boxplot,Coinbase #06-boxplot,0.557469607,8.72E-200
cosmos,DokiaCapital #01 (Validator)-amountValue,Kraken #01-amountValue,-0.514180863,3.51E-165
cosmos,Kraken #01-amountValue,DokiaCapital #01 (Validator)-amountValue,-0.514180863,3.51E-165
kava,bonded_tokens_pool-boxplot,supplyCirculating,0.548803534,1.90E-192
cosmos,DokiaCapital #01 (Validator)-amountValue,DokiaCapital #02 (Validator)-boxplot,-0.527707929,1.85E-175
cosmos,Binance #04 (Staking)-boxplot,HitBTC #02-amountValue,0.547054151,5.42E-191
cosmos,bonded_tokens_pool-amountValue,Interchain Foundation #02-boxplot,0.546189791,2.82E-190
cosmos,DokiaCapital #02 (Validator)-boxplot,DokiaCapital #01 (Validator)-amountValue,-0.527707929,1.85E-175
cosmos,distribution-amountValue,Interchain Foundation #02-boxplot,0.546185679,2.84E-190
cosmos,DokiaCapital #01 (Validator)-amountValue,Interchain Foundation #02-amountValue,-0.533537586,4.93E-180
cosmos,Binance #04 (Staking)-boxplot,communityTokens,0.545646705,7.91E-190
cosmos,Interchain Foundation #02-amountValue,DokiaCapital #01 (Validator)-amountValue,-0.533537586,4.93E-180
cosmos,distribution-amountValue,Ignite-boxplot,0.543403889,5.53E-188
cosmos,DokiaCapital #01 (Validator)-boxplot,blockTime,-0.534666717,6.26E-181
cosmos,DokiaCapital #02 (Validator)-amountValue,MEXC #01 (Deposit)-amountValue,-0.560119002,4.50E-202
cosmos,DokiaCapital #01 (Validator)-amountValue,blockTime,-0.56726726,2.39E-208
cosmos,Interchain Foundation #02-amountValue,Digfinex #01 (Deposit)-amountValue,-0.568304426,2.86E-209
juno,distribution-boxplot,JUNO ATOM Pool-amountValue,0.53888296,2.06E-183
cosmos,not_bonded_tokens_pool-boxplot,Ignite-amountValue,0.538814619,2.98E-184
cosmos,distribution-boxplot,Bithumb #02 (Withdraw)-boxplot,0.538679691,3.82E-184
cosmos,distribution-amountValue,Coinbase #01-boxplot,0.538066054,1.19E-183
cosmos,bonded_tokens_pool-amountValue,Coinone #01(Deposit)-boxplot,0.538051433,1.23E-183
kava,not_bonded_tokens_pool-amountValue,communityTokens,0.537777159,2.04E-183
cosmos,Interchain Foundation #01-amountValue,Kraken #01-amountValue,0.535289627,2.00E-181
cosmos,DokiaCapital #01 (Validator)-amountValue,fee_collector-amountValue,-0.592157838,1.92E-231
juno,distribution-boxplot,communityTokens,0.53472256,4.27E-180
cosmos,Binance #04 (Staking)-boxplot,Bitforex #01 (Deposit)-amountValue,0.534410558,1.00E-180
cosmos,DokiaCapital #02 (Validator)-amountValue,communityTokens,-0.616531082,4.22E-256
cosmos,DokiaCapital #01 (Validator)-amountValue,priceChangePercentage30D,-0.633415128,1.70E-274
cosmos,distribution-boxplot,DokiaCapital #01 (Validator)-boxplot,0.527655027,2.04E-175
cosmos,bonded_tokens_pool-amountValue,Ignite-boxplot,0.525532353,8.96E-174
cosmos,Interchain Foundation #02-amountValue,HitBTC #02-amountValue,-0.653243201,1.29E-297
cosmos,bonded_tokens_pool-boxplot,Bithumb #02 (Withdraw)-amountValue,0.525088453,1.97E-173
juno,gov-boxplot,gov-amountValue,0.678252333,0
cosmos,not_bonded_tokens_pool-boxplot,Upbit #11 (Staking)-amountValue,0.522219,3.12E-171
cosmos,DokiaCapital #02 (Validator)-amountValue,bondedTokens,-0.65876692,2.27E-304
cosmos,DokiaCapital #01 (Validator)-boxplot,priceChangePercentage30D,-0.670569422,2.68614e-319
cosmos,not_bonded_tokens_pool-boxplot,Upbit #16 (Staking)-amountValue,0.520664418,4.76E-170
cosmos,not_bonded_tokens_pool-boxplot,Upbit #19 (Staking)-amountValue,0.52037734,7.85E-170
cosmos,not_bonded_tokens_pool-boxplot,Upbit #13 (Staking)-amountValue,0.518888177,1.05E-168
cosmos,Interchain Foundation #01-amountValue,Ignite-boxplot,0.51808739,4.22E-168
cosmos,DokiaCapital #02 (Validator)-amountValue,inflation,-0.711085099,0
cosmos,DokiaCapital #01 (Validator)-amountValue,Ignite-amountValue,-0.778700135,0
cosmos,DokiaCapital #01 (Validator)-amountValue,high24h,-0.788658837,0
cosmos,Interchain Foundation #01-boxplot,Upbit #01 (Deposit)-boxplot,0.515102624,7.24E-166
cosmos,not_bonded_tokens_pool-amountValue,Ignite-boxplot,0.514035292,4.50E-165
cosmos,DokiaCapital #01 (Validator)-amountValue,price,-0.794595222,0
cosmos,distribution-amountValue,Coinone #01(Deposit)-boxplot,0.507505305,2.81E-160
cosmos,DokiaCapital #01 (Validator)-amountValue,cap,-0.794741304,0
cosmos,not_bonded_tokens_pool-boxplot,Bithumb #03-amountValue,0.506055992,3.16E-159
cosmos,Interchain Foundation #02-amountValue,communityTokens,-0.806803878,0
cosmos,distribution-amountValue,Upbit #01 (Deposit)-boxplot,0.50237512,1.39E-156
osmosis,bonded_tokens_pool-boxplot,priceBTC,-0.500121338,5.59E-155
cosmos,bonded_tokens_pool-boxplot,priceBTC,-0.501699523,4.22E-156
cosmos,bonded_tokens_pool-boxplot,capBTC,-0.501756187,3.85E-156
kava,distribution-boxplot,priceChangePercentage30D,-0.508078195,1.08E-160
juno,not_bonded_tokens_pool-boxplot,priceChangePercentage14d,-0.510218748,1.80E-161
osmosis,distribution-amountValue,priceBTC,-0.51207746,1.27E-163
juno,JUNO ATOM Pool-amountValue,price,-0.50020701,2.74E-154
juno,JUNO ATOM Pool-amountValue,inflation,-0.503162631,2.20E-156
juno,JUNO ATOM Pool-amountValue,bonded_tokens_pool-amountValue,0.95286592,0
juno,JUNO ATOM Pool-amountValue,distribution-amountValue,0.90029502,0
juno,JUNO ATOM Pool-amountValue,not_bonded_tokens_pool-amountValue,0.794747938,0
juno,JUNO ATOM Pool-amountValue,bonded_tokens_pool-boxplot,0.837068865,0
juno,JUNO ATOM Pool-amountValue,distribution-boxplot,0.53888296,2.06E-183
juno,JUNO ATOM Pool-amountValue,not_bonded_tokens_pool-boxplot,0.854929354,0
juno,JUNO ATOM Pool-amountValue,JUNO NETA Pool-amountValue,0.864537683,0
juno,JUNO ATOM Pool-amountValue,JUNO OSMO Pool-amountValue,0.996355461,0
juno,JUNO ATOM Pool-amountValue,JUNO RAW Pool-amountValue,0.596286439,2.52E-234
juno,JUNO ATOM Pool-amountValue,JUNO ATOM Pool-boxplot,0.855215243,0
juno,JUNO ATOM Pool-amountValue,JUNO OSMO Pool-boxplot,0.841687799,0
juno,JUNO NETA Pool-amountValue,bonded_tokens_pool-amountValue,0.964403595,0
juno,JUNO NETA Pool-amountValue,distribution-amountValue,0.97614704,0
juno,JUNO NETA Pool-amountValue,bonded_tokens_pool-boxplot,0.609877682,6.08E-248
juno,JUNO NETA Pool-amountValue,distribution-boxplot,0.619664621,3.63E-258
juno,JUNO NETA Pool-amountValue,not_bonded_tokens_pool-boxplot,0.588242268,1.44E-226
juno,JUNO NETA Pool-amountValue,JUNO ATOM Pool-amountValue,0.864537683,0
juno,JUNO NETA Pool-amountValue,JUNO OSMO Pool-amountValue,0.892790679,0
juno,JUNO NETA Pool-amountValue,JUNO RAW Pool-amountValue,0.882917184,0
juno,JUNO NETA Pool-amountValue,JUNO ATOM Pool-boxplot,0.535964505,4.42E-181
juno,JUNO NETA Pool-amountValue,JUNO NETA Pool-boxplot,0.767214903,0
juno,JUNO NETA Pool-amountValue,JUNO OSMO Pool-boxplot,0.526375979,1.40E-173
juno,JUNO NETA Pool-amountValue,JUNO RAW Pool-boxplot,0.653861192,6.55E-297
juno,JUNO OSMO Pool-amountValue,bonded_tokens_pool-amountValue,0.966870938,0
juno,JUNO OSMO Pool-amountValue,distribution-amountValue,0.924501304,0
juno,JUNO OSMO Pool-amountValue,not_bonded_tokens_pool-amountValue,0.759124963,0
juno,JUNO OSMO Pool-amountValue,bonded_tokens_pool-boxplot,0.814439338,0
juno,JUNO OSMO Pool-amountValue,distribution-boxplot,0.568342504,2.75E-208
juno,JUNO OSMO Pool-amountValue,not_bonded_tokens_pool-boxplot,0.832860191,0
juno,JUNO OSMO Pool-amountValue,JUNO ATOM Pool-amountValue,0.996355461,0
juno,JUNO OSMO Pool-amountValue,JUNO NETA Pool-amountValue,0.892790679,0
juno,JUNO OSMO Pool-amountValue,JUNO RAW Pool-amountValue,0.639418169,6.06E-280
juno,JUNO OSMO Pool-amountValue,JUNO ATOM Pool-boxplot,0.824351981,0
juno,JUNO OSMO Pool-amountValue,JUNO NETA Pool-boxplot,0.506086403,1.78E-158
juno,JUNO OSMO Pool-amountValue,JUNO OSMO Pool-boxplot,0.820098869,0
juno,JUNO RAW Pool-amountValue,bonded_tokens_pool-amountValue,0.764958607,0
juno,JUNO RAW Pool-amountValue,distribution-amountValue,0.832915975,0
juno,JUNO RAW Pool-amountValue,distribution-boxplot,0.586767682,3.60E-225
juno,JUNO RAW Pool-amountValue,JUNO ATOM Pool-amountValue,0.596286439,2.52E-234
juno,JUNO RAW Pool-amountValue,JUNO NETA Pool-amountValue,0.882917184,0
juno,JUNO RAW Pool-amountValue,JUNO OSMO Pool-amountValue,0.639418169,6.06E-280
juno,JUNO RAW Pool-amountValue,JUNO NETA Pool-boxplot,0.796714238,0
juno,JUNO RAW Pool-amountValue,JUNO RAW Pool-boxplot,0.899707217,0
juno,JUNO ATOM Pool-boxplot,cap,-0.757515124,0
juno,JUNO ATOM Pool-boxplot,high24h,-0.754781108,0
juno,JUNO ATOM Pool-boxplot,low24h,-0.743865666,0
juno,JUNO ATOM Pool-boxplot,price,-0.758905767,0
juno,JUNO ATOM Pool-boxplot,priceChangePercentage14d,-0.58154917,2.81E-220
juno,JUNO ATOM Pool-boxplot,priceChangePercentage30D,-0.614894171,3.88E-253
juno,JUNO ATOM Pool-boxplot,supplyCirculating,0.748628153,0
juno,JUNO ATOM Pool-boxplot,totalVolume,-0.570495242,3.33E-210
juno,JUNO ATOM Pool-boxplot,apr,-0.736132093,0
juno,JUNO ATOM Pool-boxplot,bondedTokens,0.735664663,0
juno,JUNO ATOM Pool-boxplot,communityTokens,-0.575480614,1.06E-214
juno,JUNO ATOM Pool-boxplot,inflation,-0.755277313,0
juno,JUNO ATOM Pool-boxplot,capBTC,-0.738720086,0
juno,JUNO ATOM Pool-boxplot,priceBTC,-0.738784447,0
juno,JUNO ATOM Pool-boxplot,totalVolumeBTC,-0.593056139,3.49E-231
juno,JUNO ATOM Pool-boxplot,bonded_tokens_pool-amountValue,0.689482217,0
juno,JUNO ATOM Pool-boxplot,distribution-amountValue,0.582893685,1.57E-221
juno,JUNO ATOM Pool-boxplot,not_bonded_tokens_pool-amountValue,0.916529168,0
juno,JUNO ATOM Pool-boxplot,bonded_tokens_pool-boxplot,0.843675083,0
juno,JUNO ATOM Pool-boxplot,not_bonded_tokens_pool-boxplot,0.871072933,0
juno,JUNO ATOM Pool-boxplot,JUNO ATOM Pool-amountValue,0.855215243,0
juno,JUNO ATOM Pool-boxplot,JUNO NETA Pool-amountValue,0.535964505,4.42E-181
juno,JUNO ATOM Pool-boxplot,JUNO OSMO Pool-amountValue,0.824351981,0
juno,JUNO ATOM Pool-boxplot,JUNO OSMO Pool-boxplot,0.922337011,0
juno,JUNO NETA Pool-boxplot,bonded_tokens_pool-amountValue,0.614959971,3.31E-253
juno,JUNO NETA Pool-boxplot,distribution-amountValue,0.631065823,1.53E-270
juno,JUNO NETA Pool-boxplot,JUNO NETA Pool-amountValue,0.767214903,0
juno,JUNO NETA Pool-boxplot,JUNO OSMO Pool-amountValue,0.506086403,1.78E-158
juno,JUNO NETA Pool-boxplot,JUNO RAW Pool-amountValue,0.796714238,0
juno,JUNO NETA Pool-boxplot,JUNO RAW Pool-boxplot,0.716640089,0
juno,JUNO OSMO Pool-boxplot,cap,-0.712214587,0
juno,JUNO OSMO Pool-boxplot,high24h,-0.705354067,0
juno,JUNO OSMO Pool-boxplot,low24h,-0.698132076,0
juno,JUNO OSMO Pool-boxplot,price,-0.711535045,0
juno,JUNO OSMO Pool-boxplot,priceChangePercentage14d,-0.599345489,2.47E-237
juno,JUNO OSMO Pool-boxplot,priceChangePercentage30D,-0.562669278,2.66E-203
juno,JUNO OSMO Pool-boxplot,supplyCirculating,0.695464997,0
juno,JUNO OSMO Pool-boxplot,totalVolume,-0.554700641,1.85E-196
juno,JUNO OSMO Pool-boxplot,apr,-0.701939189,0
juno,JUNO OSMO Pool-boxplot,bondedTokens,0.702485402,0
juno,JUNO OSMO Pool-boxplot,communityTokens,-0.523589141,1.92E-171
juno,JUNO OSMO Pool-boxplot,inflation,-0.703637732,0
juno,JUNO OSMO Pool-boxplot,capBTC,-0.68772265,0
juno,JUNO OSMO Pool-boxplot,priceBTC,-0.686653407,0
juno,JUNO OSMO Pool-boxplot,totalVolumeBTC,-0.571441773,4.72E-211
juno,JUNO OSMO Pool-boxplot,bonded_tokens_pool-amountValue,0.670125111,3.6143185e-317
juno,JUNO OSMO Pool-boxplot,distribution-amountValue,0.571861314,1.98E-211
juno,JUNO OSMO Pool-boxplot,not_bonded_tokens_pool-amountValue,0.872604778,0
juno,JUNO OSMO Pool-boxplot,bonded_tokens_pool-boxplot,0.77987468,0
juno,JUNO OSMO Pool-boxplot,not_bonded_tokens_pool-boxplot,0.842308566,0
juno,JUNO OSMO Pool-boxplot,JUNO ATOM Pool-amountValue,0.841687799,0
juno,JUNO OSMO Pool-boxplot,JUNO NETA Pool-amountValue,0.526375979,1.40E-173
juno,JUNO OSMO Pool-boxplot,JUNO OSMO Pool-amountValue,0.820098869,0
juno,JUNO OSMO Pool-boxplot,JUNO ATOM Pool-boxplot,0.922337011,0
juno,JUNO RAW Pool-boxplot,cap,0.622041837,1.05E-260
juno,JUNO RAW Pool-boxplot,high24h,0.626608623,1.21E-265
juno,JUNO RAW Pool-boxplot,low24h,0.631530628,4.66E-271
juno,JUNO RAW Pool-boxplot,price,0.624535664,2.16E-263
juno,JUNO RAW Pool-boxplot,priceChangePercentage30D,0.544486655,5.91E-188
juno,JUNO RAW Pool-boxplot,supplyCirculating,-0.591615902,8.54E-230
juno,JUNO RAW Pool-boxplot,apr,0.557556383,6.87E-199
juno,JUNO RAW Pool-boxplot,bondedTokens,-0.555796772,2.18E-197
juno,JUNO RAW Pool-boxplot,inflation,0.612967118,3.94E-251
juno,JUNO RAW Pool-boxplot,capBTC,0.610855503,6.00E-249
juno,JUNO RAW Pool-boxplot,priceBTC,0.611853515,5.61E-250
juno,JUNO RAW Pool-boxplot,distribution-amountValue,0.588442492,9.28E-227
juno,JUNO RAW Pool-boxplot,JUNO NETA Pool-amountValue,0.653861192,6.55E-297
juno,JUNO RAW Pool-boxplot,JUNO RAW Pool-amountValue,0.899707217,0
juno,JUNO RAW Pool-boxplot,JUNO NETA Pool-boxplot,0.716640089,0
juno,priceBTC,priceChangePercentage14d,0.50780701,1.02E-159
juno,capBTC,priceChangePercentage14d,0.505256053,7.01E-158
cosmos,cap,Upbit #20 (Staking)-boxplot,0.50291793,5.70E-157
cosmos,price,Upbit #20 (Staking)-boxplot,0.50251286,1.11E-156
osmosis,priceBTC,bonded_tokens_pool-boxplot,-0.500121338,5.59E-155
kava,capChange24h,capChangeRatio24H,0.996447954,0
kava,capChange24h,change24h,0.989844852,0
kava,capChange24h,changeRatio24H,0.9891818,0
kava,capChange24h,priceChangePercentage24H,0.989181802,0
kava,capChangeRatio24H,capChange24h,0.996447954,0
kava,capChangeRatio24H,change24h,0.988005765,0
kava,capChangeRatio24H,changeRatio24H,0.992695854,0
kava,capChangeRatio24H,priceChangePercentage24H,0.992695853,0
kava,change24h,capChange24h,0.989844852,0
kava,change24h,capChangeRatio24H,0.988005765,0
kava,change24h,changeRatio24H,0.995617858,0
kava,change24h,priceChangePercentage24H,0.995617861,0
kava,changeRatio24H,capChange24h,0.9891818,0
kava,changeRatio24H,capChangeRatio24H,0.992695854,0
kava,changeRatio24H,change24h,0.995617858,0
kava,changeRatio24H,priceChangePercentage24H,1,0
kava,high24h,cap,0.589691021,4.60E-229
kava,high24h,low24h,0.948203886,0
kava,high24h,price,0.950904183,0
kava,high24h,priceChangePercentage14d,0.759386857,0
kava,high24h,priceChangePercentage1Y,0.783772834,0
kava,high24h,priceChangePercentage30D,0.65856173,4.06E-304
kava,high24h,priceChangePercentage7d,0.607120249,2.52E-246
kava,high24h,supplyCirculating,-0.570993155,1.11E-211
kava,high24h,totalVolume,0.618556632,3.01E-258
kava,high24h,bondedTokens,-0.542840698,1.60E-187
kava,high24h,communityTokens,-0.581760512,1.49E-221
kava,high24h,capBTC,0.745221093,0
kava,high24h,priceBTC,0.730220202,0
kava,high24h,totalVolumeBTC,0.576880366,4.95E-217
kava,low24h,cap,0.597317451,1.74E-236
kava,low24h,high24h,0.948203886,0
kava,low24h,price,0.9560406,0
kava,low24h,priceChangePercentage14d,0.74609153,0
kava,low24h,priceChangePercentage1Y,0.7508429,0
kava,low24h,priceChangePercentage30D,0.669422347,8.129396e-318
kava,low24h,priceChangePercentage7d,0.593516607,9.21E-233
kava,low24h,supplyCirculating,-0.569428843,2.83E-210
kava,low24h,bondedTokens,-0.602679475,7.95E-242
kava,low24h,communityTokens,-0.595147866,2.35E-234
kava,low24h,capBTC,0.679183249,0
kava,low24h,priceBTC,0.688622951,0
juno,price,JUNO ATOM Pool-amountValue,-0.50020701,2.74E-154
cosmos,priceBTC,bonded_tokens_pool-boxplot,-0.501699523,4.22E-156
cosmos,capBTC,bonded_tokens_pool-boxplot,-0.501756187,3.85E-156
cosmos,capBTC,Bithumb #02 (Withdraw)-amountValue,-0.511831053,1.92E-163
cosmos,priceBTC,Bithumb #02 (Withdraw)-amountValue,-0.511861058,1.83E-163
osmosis,priceBTC,distribution-amountValue,-0.51207746,1.27E-163
cosmos,priceBTC,Binance #04 (Staking)-boxplot,-0.528745057,2.89E-176
cosmos,capBTC,Digfinex #01 (Deposit)-boxplot,-0.528778869,2.72E-176
cosmos,capBTC,Binance #04 (Staking)-boxplot,-0.528899017,2.19E-176
cosmos,priceBTC,Digfinex #01 (Deposit)-boxplot,-0.528947076,2.01E-176
kava,priceBTC,distribution-boxplot,-0.536653685,1.62E-182
cosmos,price,distribution-boxplot,-0.543041005,1.10E-187
cosmos,cap,distribution-boxplot,-0.54310515,9.71E-188
osmosis,cap,distribution-boxplot,-0.547070751,5.25E-191
kava,priceChangePercentage14d,cap,0.622075075,5.13E-262
kava,priceChangePercentage14d,high24h,0.759386857,0
kava,priceChangePercentage14d,low24h,0.74609153,0
kava,priceChangePercentage14d,price,0.767922505,0
kava,priceChangePercentage14d,priceChangePercentage1Y,0.646447822,1.69E-289
kava,priceChangePercentage14d,priceChangePercentage7d,0.535339896,1.82E-181
kava,priceChangePercentage14d,totalVolume,0.537650183,2.58E-183
kava,priceChangePercentage14d,capBTC,0.55687374,2.83E-199
kava,priceChangePercentage1H,priceChangePercentage1HBTC,0.828764109,0
kava,priceChangePercentage1Y,high24h,0.783772834,0
kava,priceChangePercentage1Y,low24h,0.7508429,0
kava,priceChangePercentage1Y,price,0.798990695,0
kava,priceChangePercentage1Y,priceChangePercentage14d,0.646447822,1.69E-289
kava,priceChangePercentage1Y,priceChangePercentage30D,0.505013376,1.78E-158
kava,priceChangePercentage1Y,supplyCirculating,-0.769466213,0
kava,priceChangePercentage1Y,totalVolume,0.597166534,2.45E-236
kava,priceChangePercentage1Y,bondedTokens,-0.507230245,4.45E-160
kava,priceChangePercentage1Y,communityTokens,-0.707211828,0
kava,priceChangePercentage1Y,capBTC,0.863859512,0
kava,priceChangePercentage1Y,priceBTC,0.888914955,0
kava,priceChangePercentage1Y,totalVolumeBTC,0.609319111,1.40E-248
kava,priceChangePercentage1Y,not_bonded_tokens_pool-amountValue,-0.60948793,9.38E-249
kava,priceChangePercentage24H,capChange24h,0.989181802,0
kava,priceChangePercentage24H,capChangeRatio24H,0.992695853,0
kava,priceChangePercentage24H,change24h,0.995617861,0
kava,priceChangePercentage24H,changeRatio24H,1,0
kava,priceChangePercentage30D,high24h,0.65856173,4.06E-304
kava,priceChangePercentage30D,low24h,0.669422347,8.129396e-318
kava,priceChangePercentage30D,price,0.687680565,0
kava,priceChangePercentage30D,priceChangePercentage1Y,0.505013376,1.78E-158
